10 string:name integer:age float:height boolean:male
449 gqxinatfdytixatjlwyc 31196 68.48305 False
83 cbaglefpsvahvwryorwb 4769 29.70559 False
17 djumvdgzfzxkyatwxmrl 6386 21.86272 False
6 nlinpypmzrvdneblosqx 51488 20.33345 False
422 zpdxytgogrepdkpqnjam 96182 64.34756 False
22 oprtiicqitemjjogfyfg 74986 2.38803 False
142 ugdjiwhummpworxuznoc 4373 86.94232 True
480 tuwmrmgpvtwcrpscdoco 70510 28.80761 False
46 rhhbcabqlbipjueddlza 19168 29.14174 False
233 igwbevubkfffgdquooih 14751 33.80379 False
329 gcopahxkzvznnfusscyp 14914 42.72481 False
255 clfopnquqwhuasgdseqx 71875 66.07816 True
337 uwepwgdaacyvbwgfvomp 65546 64.38176 False
271 gieebzspeggatwiyndoq 8421 82.30421 False
493 cgvrkvdyhnnzepgwrwkb 26099 3.67009 False
382 loknigerdinsiothaxzx 39138 48.68493 True
272 tazyleotjqocvkadzdmu 70546 17.94027 False
89 dpcbglnyrwtnbggtlpwr 80922 9.53208 True
123 ugtfjmyiwbevrryazsbv 96510 37.15258 True
260 qcxdeftudpbjdeyzeuax 75472 90.08705 False
219 zhdyrgfqmuuyfghrwioi 54979 51.09405 True
57 fjudsnayramsdffgpbbz 43581 94.73324 False
61 abzlbtorkhoikboqggzi 85963 19.05285 True
446 trgrgcdyohtvysizpqfx 64883 15.00059 False
464 spliootkyktacrdwgymm 80717 52.62359 False
333 kyleibktnjeocwvshbng 66227 79.96306 False
360 aduuvnjzbbehyqyxqbwu 44134 14.43625 True
117 vubreacdocfvufltjfei 74521 76.5597 True
105 tiktickfqadvnoslbhpo 45036 67.53302 False
279 laquymvrfwevaofqjtqg 74004 99.26836 True
502 ppfqnryozktzkalclyqn 51638 53.15819 False
274 zxrvxjuspugsusdkxjfm 8222 52.31192 True
267 cggnsdrvmdzorvmvyrht 11657 10.16863 False
206 qyjozkeelorhlxubcmew 10159 31.81187 True
356 mcwfyyccobebcwkjeycj 77964 11.51359 True
414 kgkvxrabifskwgwvcspv 4661 71.84266 False
30 sncrbnlargpnwqdyzfov 55591 10.03546 False
503 cfljwiezqdzdifkhhbsr 75768 35.78533 True
218 dolwmfkdcnoviecvbjlh 73233 64.42697 True
30 riwpuffwdropksfvwqkg 88124 22.22766 False
345 qyrmhcacrjvuuxupzkub 42193 66.72582 True
64 mjqlgnenvkeajuzvvvpn 46395 26.46078 True
330 vkcgguqfqhancwpxaqxk 65818 13.61931 True
254 mfngpckmjrwwysijnxtw 68964 35.79113 True
107 jocdoijrnhxkksxnhukz 33476 3.44951 True
473 fqvqpfmlxkkybljngybg 32158 81.86874 False
62 ujiqthbeiadcwpsopfkq 24648 49.42568 True
436 fpuvytocyrokzikbaqlz 47440 90.99122 False
512 illgrjdkkptkuwmjzyhs 1210 1.46956 True
138 gvhzxqfpwiirsunsvlhj 46445 17.8739 False
2 gknqoqmzcoavvmzoouic 57907 55.02162 False
192 plshuyeyrdlaywgptlel 39833 52.67103 True
235 pvckhyxppbvrymhqqsjq 41960 78.16061 False
406 inbendyhmmyzwvytotdu 5731 89.43615 False
451 bziafrcbkdllyowrpzce 19620 91.72655 False
333 xlyhblvwswebsjbltvoj 88993 60.62783 False
363 ggbogpnecsbtolmfchvd 61946 3.84402 True
267 xuueqklwafludmyzhzun 36046 25.91248 True
271 mwmrqnujmjhesupwunfe 14006 56.457 False
298 ptemrubdbfnocnvwcyxi 33289 17.97327 True
171 amwdjqkehvumyscokjmp 60235 48.39234 False
34 aeyyvqlmkwfmknemmcld 19616 49.52488 True
200 pqezbqwgfihsbxgrwcml 68452 46.82612 True
223 urjtjajiivmlklwisdtg 735 82.52348 True
53 bpnmkkszoipkbjcwhegm 71493 28.19634 True
12 dyjcgckxbyizulinawbq 1404 94.70224 False
266 jqkrpyyqhqkhidhjqcxd 83421 91.01375 True
26 olbggdinhltvoaijsrvy 50096 72.06139 True
444 szrvyxhjpmxcwcucvlxt 19306 57.20837 True
137 arculejfffydzoqbjxda 14573 9.90384 False
352 rzkdqyetduzhdrsyvpco 80699 27.68497 False
478 grjozwyejyxxlqooumxo 42418 93.69503 True
385 sbhpqfrtbzyovywytpbz 81915 50.15511 False
476 fpqqfeeoasyawbokomsn 9868 72.94053 True
438 lzzscksknvnipbaimioz 71418 42.66104 False
496 lmrtbyihkiprpmysijuc 74866 9.62742 False
78 sujuhgrkrhupugrpyaib 44125 68.12614 True
26 tcmspmdelpotpurxjxbj 18831 55.34299 False
114 jhkupgsslatpwumfcvly 28637 17.60118 False
244 fhuuergfnklkazbiebzp 99693 74.91156 False
211 nofstuxbuxgcwrjvivov 45889 40.99053 True
483 maqdfyroaffakraawcdr 90583 89.25968 False
312 hbtrrvnznrsuhhvwhgap 26684 58.06294 True
529 hwlccrjmuhdyqrdfoiyb 41456 34.43811 False
241 vxgxosxjrxofzcsnwfle 18217 86.95068 True
392 uretsyiyinjeebnvdxuw 48044 36.96026 False
92 ppcdoatenrklerkaodtq 30048 28.10831 False
190 btkxyxpeensniorshzje 96761 91.53621 True
402 lakxrxhniqpqlydddvou 9131 85.62628 False
121 twsminnhymnthxznpkqt 56252 7.42745 True
82 gydyzokxaswwsqrdxagc 89488 75.91611 False
76 fyuhnwglfkwowaoscmwe 73319 9.46973 False
36 twatcjulphyrsruotsym 46455 16.12404 True
129 taejdozauyhxhgyovukc 6539 34.19319 True
1 xifooqdojeeawxasmtka 40297 51.28624 True
29 qbvxjskgbmcllngfzjbq 49391 61.52931 True
553 yktxmzusuzmjlyvyvbdm 48078 88.37532 True
508 jllvuynonlvmkqrnrljh 81607 83.0613 False
65 redebelyxmkctzexuuca 56823 16.07157 True
407 eaumpfhthwiodzmkqzlz 48657 33.7707 False
375 cwyrutvshqzzmmzjdqll 56952 99.20825 False
137 iuzgjsaqwnscsevofado 14679 72.79576 True
17 gadzbahqhvlzmxzkbnza 92884 47.42718 False
158 xxtgspbqlmfnayuojfdp 30335 94.08962 True
387 upfcyihuowxqdeqdgzfu 95979 53.48567 False
317 obwpknepkegebsimefbq 86226 93.71958 False
106 pqbxulyovojtotvdeloy 17148 45.08861 True
345 udctbuvdbuqffluxqssf 62489 82.28807 True
386 cgnmimhsulaqdkwjttab 61895 26.1504 False
182 dalhuwiejiiolhcktofm 40783 29.46026 False
88 xhhtgyxjysytvziujghn 30305 38.99673 True
261 blgknmecmpchvaesdhvn 41173 18.12234 True
5 aksedtnitwnxaycnswkc 8912 28.64473 False
50 nzhdwpshutyobeliazpg 70665 33.7394 True
465 kolecrdhuujyelnrsbaa 3875 48.78218 False
307 gpvgdvyhrixhrjvcgzuf 71556 94.69362 True
22 pmmuwsjxsbswokcbcimp 55679 27.46887 False
558 xmwdevntdxgzrxligrnu 78344 37.24618 True
495 kkexaehbgwelxjarnkry 5364 73.16074 True
466 voniuunzcrolynsuiadu 90824 59.32135 False
408 rtkhjtyfknynlfeepquj 92542 56.75202 True
274 dhlifkpxupkcpykocryy 93520 40.9339 False
372 ogbokxmwfspxtegnsoqa 15079 97.68407 False
518 wskuqobkcdjclpndlvjf 39296 70.20525 False
20 gxjsbqfvnlojfqkzxfye 82655 64.61514 True
448 lvuhzrypzenhjoiecqrq 81952 65.33692 False
570 grvovzcpvprlnejdixix 50009 62.5077 True
176 emroazgfimiamjujijeq 4368 42.15855 True
144 vpgjjclvsqgfkhugdcir 60558 10.24219 False
2 kamnptqsijamrjhllios 49396 10.48753 False
518 xdfqgrdtnumzhbrawaot 69666 96.5145 True
430 rwgfajphslanogheklyk 39739 10.60331 False
8 tgfpsobjxuordgjwayjx 87702 17.38482 True
221 ocamyhdudpgzacgpkrnx 90715 57.6537 False
302 dbbwzthvuozguvpyhjis 77400 85.71248 False
394 anzjxfcvxtowjnyzlady 75799 86.2345 False
17 jjfbjkbnqnrppniiaxwf 80397 28.78765 True
422 ofxamogfipbqsfteidoe 36665 61.20584 True
11 eeeqlbtodhydautktfmo 81626 35.58915 False
320 pfvtvmeuuozpjdwzkbbv 5178 21.4124 True
149 flhzlbexlyvemkvqqlne 21980 45.00652 True
368 bxqlbhzvxkhlbxkymvcd 44296 11.98603 True
2 lbajnhfxqbqahhorfhjt 81835 82.03181 True
181 spgctwadonxjhjoigevs 93661 32.72245 False
97 dkfzdppyupgyqnkgfbhr 95448 61.85686 True
208 sjrolqeirgiwxulbfpts 37650 99.18933 True
389 lvhtbmsdmyjfagwxtgxh 44738 70.91973 True
161 itnpdetoqmeqyupujcnl 42210 4.2214 True
234 bqfpgayqhihwaccceetc 96325 90.5439 True
119 wzsfkinjxwvlqlfgayiu 45916 35.97901 True
374 ugixuytqqbwsxlawdphe 98021 65.72349 True
333 ztlrxujnxagvmtsonrot 80961 34.5003 False
408 komksybwrgcgvmdlptxw 67437 38.281 False
338 lbewbdwzsuhyowulokdi 46102 25.19173 True
7 rcxdtipljhhrfwbarvpp 81739 26.86157 True
443 qknqyfanhyeqqgbfpmls 93672 82.37155 True
93 nvmfnfkivblgdsgntatm 40724 15.7617 False
39 oafrmaefmbnptsyocfzs 86610 89.03332 True
181 jqkwqedyaunqtudppefp 61001 15.16883 True
412 ajzowgpfipzngfwklgdm 70699 19.93867 False
123 yxxykuncokbgzuokmzsk 7997 13.38425 True
360 pigtjesczlgxbctbbnxr 79664 20.95664 True
49 xqcuobhdhbsvlnelgnmu 17612 41.27172 True
35 rrfcxldwcgttucfptkqk 50104 33.85261 True
249 mhyxxtfjmfcsyxsnebla 79982 52.11667 True
530 edbatbzxywfeklxhqmsh 83984 31.49077 False
410 boayvzqwslkvutmxlbtu 66845 43.95802 False
536 godfpwvigiotfjqmutkc 17232 88.75763 False
249 bjixuocrftixkspvawqp 83573 67.75588 False
472 cmviazfulpzfsguwcikk 93956 68.79671 True
364 dlhcpouzglsuhdjldalj 13441 75.02259 True
314 jyrwzzsypzuqotmffjmg 2144 46.12085 True
72 asuzunjguuwdrltsbgor 91276 96.25808 False
447 vbaidpqoecfzcqtevxzw 12581 1.87707 False
189 xoqetsgocczsaeksfabd 18707 23.21147 True
386 rfmbyxturdpfqajbidpr 1529 14.17899 True
314 mfgwfrerucjbgsbckoge 1447 41.3734 False
229 rflxveupkasokwottqzf 2087 29.33234 False
441 zohhthpkridfebatmags 93449 46.13449 False
501 tbsmtnudaakmhtkvtdzz 8350 45.76993 False
116 jvzsgycpcijqbtkcfkco 79294 55.48415 False
142 pxpezcfiswaympfcgxar 70278 31.48447 False
50 xgneoapervuoenzrmnlc 65324 89.75174 True
584 kveuovdvwjvnggmqpovf 8576 16.38113 False
326 pxrvgczqsonnuoozkqtt 15270 11.37874 False
481 kriwggzkycnctstusron 85832 79.19857 True
39 xwmiswarsyqnjwgruqbb 37842 87.37768 False
573 qanuxkdstyrerblnaotr 90004 46.23435 True
544 ozfzdgzgwmioafuaumhj 88571 64.4202 True
426 cahvmmjwoimetjhbkdyd 79755 31.14119 False
556 wlhfyehzgzcirskzgavh 25801 43.54703 False
100 utqqpwmdvpmbqluxszpp 65402 53.79419 False
203 psyhtasnxaglkpokcaij 37144 30.45667 False
68 qsgyfkibavrllpxdqqtd 40690 15.33557 False
228 gxynfymiawctjiqviwvw 48365 92.26048 False
228 erqzbjvutawgyyfjbkft 74057 77.27473 False
559 nkejkukllwswowkjufwe 80741 88.59374 True
118 ukirznofczvcmhommkzy 57634 12.73266 True
96 zeyuwhxofedgoectpljy 69515 87.73246 False
252 qqtkjpuppyrtzvefqrqi 70371 99.19474 True
570 qqebtmhcywmjxwdmeqln 98814 22.97797 False
293 xxdrscmyblhetqcvhwva 77089 87.45062 True
615 ooillawurmvctkunugvk 41809 66.88878 False
41 qitaeflcprywpuhvkzff 75422 37.60037 False
658 wskcskmdcitcganeshcy 69495 77.90603 False
185 wphfqphqawpktahqeomr 25791 61.10627 True
350 nrefmhnnrckvtgycaynx 24790 50.71659 True
237 tcgneuvcxvzexltzhevz 17299 72.22012 True
266 oymnuujjeoncqhkxrnwi 13977 51.02182 True
586 oxyidxkxmzfayieekiwx 25937 74.55315 True
575 pufezsewbjvyyytwsorw 33566 53.00725 True
596 hgfqoppzeywyiklfvphc 99129 99.08353 True
266 jsgcqrzjkyaxnxgulurt 69751 39.25847 False
304 vomrfqbhibhjcysrpbwe 7558 87.13486 True
120 jzlxfvuxystkhznpjxnz 57322 14.00244 True
113 rddnthuxkvintprztmvg 3487 30.91845 True
311 hrrdsljuvgbpcrfvgksz 10090 99.14484 True
140 mhdqvespsrpmcgtbmadi 57259 17.95533 True
694 zxhmjwsipwfqzvnranpf 64852 41.67707 False
581 aeralztsdnobncwosxoo 30934 26.53896 False
336 jejxxdlvkxkutywdivxd 68991 36.69757 False
533 rqvvcyuyrviwpdmzyccu 91684 74.09498 True
93 idyqslsccgngdnolwtgv 31886 41.45945 True
51 ioiwepwelnbffofskyom 1271 4.27912 False
216 kjgixfautviujylvdtqe 97192 81.0414 False
607 rkbjdvtpycvghpvgltvy 49668 77.52672 False
455 ahoghsrjuwbrmnlflnhu 3857 10.03828 False
169 wobpgsnhjtmiprohgkyq 17232 6.71471 True
568 oxrjgvpzezqbygktihlf 6208 38.9102 False
176 sixtdjqmuquznvmctgyt 58127 21.75352 True
247 csahtkvuoaevbudbrzux 95507 43.39193 False
641 kgssehvrhwvwuzeaczim 21611 88.77646 True
203 oxgkmzrrcyeyvuimfanw 90974 57.78907 False
454 qbkrwtixdtkzmgslswzo 63078 93.06397 True
576 iicocnqackkjvwoowycl 25240 5.37279 False
279 lumnmvrphjynucwzxbun 90830 81.24613 False
323 jaymomhwaalzwplbgprm 61632 47.73635 True
607 wrzsdvnhgryzvroqcqpg 513 19.66577 True
418 ohztvlgsyxpxfpasfmcn 53322 38.36714 True
334 gfwkaczbdsijnfwfluxh 3699 95.42062 False
268 tghzkvafluhuykpciuvh 6745 41.87191 True
425 hrycodzingyrktblrvdi 80554 52.44118 True
530 rqinhqzauxyqkgwieqhd 18178 85.63761 True
203 locmdrfityhtzizvcfte 81558 61.7154 True
255 owbpraebhtczecmlbamh 85766 79.52072 True
422 nksnhfjlqbcrfhuimguj 72337 72.13628 False
634 tzyqnacdockpwinvkgxm 621 37.28254 False
612 xebkwpafhrbojgkolcrq 95324 71.55332 False
605 ljnzhvdjgszuzfpwfkti 55477 61.12122 True
337 apofmmgyedonysbqvhxu 68527 91.34595 True
187 tximuyisyzhaxitvfngr 93479 22.46114 True
128 vnczhdwbdzvhsbwjmywl 57871 98.16851 False
548 mqgeelwywhkqrglofoqx 40883 1.31229 False
450 bzzgjpkobdkqhhfisyzr 83654 5.38531 True
370 qkfrwkpizkrctxwjfsel 13867 39.02273 False
431 hrpgdkqaekifggykixqz 25071 71.88131 False
597 nwblvempdicatsxvcuck 4738 95.4256 True
355 wkkbfvzlvixibdjgqqlp 23750 99.63693 False
552 mfdcgnltvscchoxaicvz 91153 21.0945 False
239 jaryhfcxyktzedkbyzmv 91472 98.51166 False
310 sfsasjkxtlixjwbrcypp 25116 96.97989 False
588 qyqedwdltszmqvhneero 85937 71.74177 True
628 kudhlywffadwwfcxczxn 20781 2.56466 True
209 pmvxsoblgnjcicevqjid 39350 42.78754 True
30 jdgweozuvgarhusnxsfp 62111 61.14508 False
551 puyedlovpltcaunsehvb 20960 74.62455 False
619 rxsfznkficadhmgplgsk 89212 89.72659 False
692 ospqhrzfpbtmibvsywqt 66361 51.67715 True
676 zglurtsilfsnjbvrftll 88987 85.34835 True
354 gtqvqlsrdmcdpdsrdflu 46533 70.53653 True
654 tenfwloztbetigpncgmt 53592 70.89892 False
34 yzwebmxalfrqvhsapapi 50667 56.52645 False
240 erlipfiuezqvnbbhtvhf 61594 80.07802 True
707 rqkhlhoieoqdqpxnxtco 81294 60.36187 False
122 lucscfdaaxcbzytmkzdu 22663 44.02528 True
311 qhfplaipdpcjpginlftr 77564 55.367 False
649 lhfqibqtbbbkiqikvdkq 65476 74.66527 True
218 eubxfnqcexgxulfqryra 3819 3.60864 False
345 dpbnefcouyztnhfcvxdj 88475 96.02147 False
104 lahlgkvazygmzrisepgk 73171 23.40329 True
440 wukgjfhjcjichtsswukr 86317 62.77531 True
274 xymspvcrxndtqjlflvwl 55540 82.2721 False
270 kjhjaiafirgayefavhkt 52705 59.11479 False
442 yojxaplmmsopzhtszure 93967 62.04833 True
174 opnvtihwjtjffdmjcixt 8677 26.04615 False
17 unsjbmgevpgkirxtwhyk 29801 82.87677 True
509 wttctuxgsyoxjngsoqpw 42683 94.79428 True
633 vmangulsqedpeoybtpes 49260 39.35524 True
702 xrjwgosvnigtfocyscwc 15966 69.39665 False
82 uwmifbfyqicxsqrjgzpf 87333 1.39887 False
517 ghxkzkpvmzhvimpolopu 29896 1.3492 False
583 kbemiijhxxzzkalsjkng 74767 59.89824 True
572 vuoteqkrimrzzlolviot 37253 64.38613 True
94 qrybjgepptoijeobjrjx 27283 13.2148 False
613 fmhhqdrortofbtpwsrtz 41898 15.73482 True
629 forpkckkomjiksvpraou 20005 20.90152 True
50 itlhvrlhasckxaoxnfrc 47211 20.99359 False
710 tolycabzgzgnjrlpcvqm 23793 15.32524 True
177 fgvbhknqcxlurrqwnhtm 39104 18.17811 True
332 fcgyaomkutdzzlbuzpzh 35481 4.09665 False
500 efbqcxccuncbsculcacn 98055 55.30902 True
656 vbdgykonidqllvywqxkk 16542 79.75555 True
535 uswelfymwybdimqsbyro 50728 1.87597 True
634 defcgbwieuuftrrnobbe 71887 22.70228 False
172 ypjcvezfjgxlrckycdkh 36030 87.73555 False
504 ltmiexvfhalvhktyzpsl 8649 99.44015 True
152 dztlygyusjvljejrmprm 59701 80.34744 True
18 lrsgsosfreoymsizgioi 15639 10.16075 True
205 qyjicojoizqoyvpajpgi 7908 8.56027 True
729 vwbuttlkbvemkmukmvom 1196 1.73387 False
404 qwaszqbrvkqdyvtyedkm 92193 80.9193 True
414 twmxkkcybcmhciiqnjae 90712 48.85572 False
390 jdhfrnkfzuktdgxixijx 41877 92.7206 True
554 dpvuaqfwcppoyurljzqu 25570 40.17826 False
235 wteosnfezxofnkdiofry 11373 77.37253 True
342 wlvyxxgnhuyfnzdcahwe 30407 74.49273 True
334 jcizdixjngpufxrfyznc 51754 67.43851 True
335 mdmlbrbyrcgdppvgxmpd 40070 29.46332 True
534 jfhcptzubxuiljlgbkpx 95132 50.71075 True
674 vrqvtjgvyezdoadwmupv 51559 13.42368 True
91 owsattgzxqfkwfrimavq 3362 78.506 True
410 silxuewkltbilbnqbzhq 93578 63.36883 False
413 rruukrbgjconffmabcno 50912 55.8858 False
696 scgwkptebuoiilefipdl 37181 4.6231 False
715 cllvyvikjschalssyiqc 44995 92.37712 False
108 hdclyfhvolgeekvxmkmw 87828 99.83836 False
670 gdulgsjgxfyojdursikq 20392 20.60764 True
471 fugzlldsosohwzdrlmjx 99728 37.69862 True
604 denlvvcvcomswxpngfar 2292 54.12673 False
330 myuyhytjhrfcqmkitgei 18492 24.18445 True
330 fusaqxcbdgbpprrfgdas 59987 51.41308 True
405 actkkvpkkwtxxmxvrygp 13872 77.5016 True
678 ufmzxbgekbaqyjrxbybf 48913 26.85161 True
56 chxwdawrpdqpwiupesyk 89141 77.55615 False
124 srdgxuaeakskekcpzldw 78844 78.88039 False
354 vhgnytpsqctiadnnkjvr 20019 93.76856 False
200 qgnlokrzhnxrgrkdknsq 67661 55.19865 False
378 nwrnraevgkudhvbnxovk 61651 68.3597 True
527 vzpofxcaizctacficjmi 374 96.21144 False
120 yyhostvtzdcyedscsbkr 19502 5.59862 True
286 hfqbiurqctkfzoknagvr 59831 53.1243 False
126 nhgiowbdwslejzxaoakc 75755 56.99095 False
12 cegsazymjvoxugyzudvo 37445 85.92678 False
320 culrxcvjlakoxpylmazn 31316 11.11871 False
88 qsntuujsbejrmojrpurv 62493 67.95204 True
589 hkhcndievwsqfxogvbyw 45057 34.72147 True
218 ulbezzuowpzupztbugig 93825 41.98287 True
32 blknonlwkulslwfmiwhm 19451 4.32001 True
508 bvzdswzszwsrsbvmbomy 21512 33.9414 True
271 mxsgjcqmiiturrtxrizy 77103 91.22737 False
201 vlxlivhnxvnfolnpoaxn 17033 81.90845 False
448 rzqdkiyxksgbqxggdkyj 22301 96.66233 True
83 ejnygtbixairxtsruntm 96913 70.76984 False
313 steascqfaufciyttbgec 53082 87.37693 False
272 qafgyhfdzsttcmewknaa 89954 73.35205 True
685 jccchuqnfquwshqqxobf 61919 33.75047 False
745 lmwopyxclhstkfifokbd 772 71.64744 False
390 bhysluhijdnatfmlkbvb 77738 9.14465 True
720 ztskhlqgpeclwmoljeix 94839 82.61017 True
216 dfftbncbprwtzqclxhjw 74202 6.61818 False
34 pqjdyeatzepczkebqlvr 55292 30.4917 True
589 hotajhcvspnilzeddvis 63345 76.60769 False
55 ocdfcogpadeybyqksxee 87884 43.08691 True
511 ejfoqzhlecqzktfthlbw 560 61.52235 False
370 vynvvbczyhvxaximqhjw 83072 1.56749 True
332 lodufqlzuhekbtjbbgui 67055 55.7996 True
261 pnvxwugndhfpmqbfnpss 49062 8.56029 False
795 ceuflinpwjjcjdexexjp 55419 94.80862 False
628 mlknjqvsimjazoserlqp 92082 81.61605 True
732 jwinhulxnugugilcgrzb 9204 37.71756 True
207 hxbtmonghbmiebarzqss 93244 75.15581 False
657 evauiypqqvyyciosllzw 40639 19.0383 False
441 ogczsbzgaraevkdmoufo 46729 16.79317 True
526 womavoimxzebdjwsafkl 53962 93.77916 True
240 uswfexyooemenxyxiooq 12314 18.00907 True
778 brhzzoiwcpvopbmvijjs 93371 85.9311 False
299 gwwimxnkvrmyofaztlze 29832 57.2621 False
734 hmzlvfpqpefvgyayvojn 34972 14.5224 False
133 kofaeskzrztpwoldnvxz 87360 19.7904 False
95 jkoprvivtzamjayktlwc 65491 62.52955 False
577 gjxzcmecxgzifmtnfhea 1155 2.48413 False
507 scxhovvblvqmwtchwnrw 77055 12.31167 False
567 kitvektkgdrjtaehrlun 76934 30.58114 True
670 akrboqsnczueciseejby 16502 4.49619 True
113 uismajabikflegnrvsox 62010 37.89376 True
131 jomfqrpbmgjoszhjcfpg 20609 93.80169 False
430 ahenhqhszulceqzfgetf 56604 32.7605 True
624 hypljdyinhkfkrhkfymm 1606 84.1356 False
619 pcgqswefipqlneptotbh 35522 86.56303 True
403 nphyndneuckuttwcjgkh 56079 31.99899 True
77 mzzlcoxjyfavdrtmkjix 35136 55.32661 False
713 apigjdhxgjoyrnaamxxn 48783 47.39027 True
716 ouijexqilfbpfzumgtqt 5430 15.03673 True
361 xdfawlumlmhilrkobnbm 67351 44.73642 False
436 ankqmlbgrgzjsdgupwbr 94917 66.4662 True
599 bqsyygdqhgfxjtnkmvqv 24758 39.03133 True
844 nlqszvhkaukexlfeqiaz 32360 56.02168 False
833 rsfbysvjpajtucocgbtn 49246 37.3458 True
761 iylynsmhvrjqfzbnjwbi 57338 70.03044 False
384 hzalsyelwuafkxfkthem 7553 16.64373 False
821 xzudlwdnzyfeapwucbmz 70230 78.46552 True
243 fugfzqswkswnmwbxytzf 55356 69.66965 False
22 tmcvfypdmgjzzrqeynqx 59132 39.02617 True
239 hdenfzfuetznddwltapj 77644 12.70885 True
752 lzbfirstlxwzmgwwssps 15161 84.22874 True
848 xxrvjscvfixuhvoreirn 45352 35.76359 True
745 yaorrblpalkerpkhwspa 23252 75.01316 False
132 zzoannhsispzlgvidpjs 16487 13.83949 False
433 rljnnykdxqzseacizyrx 97698 6.15508 True
240 eyopyifmegeshtqjhdvj 44698 95.84801 False
347 mpmsbzsprvwapgnzjpgu 51461 39.3021 False
883 uzweyspgdmyknohxycsd 43007 62.07373 False
263 shemoqjidgzwkwirxsoj 98104 15.50004 False
284 cyzsjnijcfgqkiwswygx 64101 88.96413 False
628 ynghohjlvpodwtteetsg 90756 2.367 True
618 sjgijkqanawibmvbwrrk 88933 83.82007 True
428 ruomgiubsfnghrrdjzwv 97702 16.62675 True
864 imsmfzvrynfixitvvcfi 69700 75.64174 True
644 ytodsqxsplgimoljfmlo 68402 67.9117 True
297 yrbadlawcrmggqnotovj 64836 59.93108 False
140 dhggjxrnoxubwgnrfxkf 80477 58.14193 True
465 elcljsxdvdukhaybnmxo 9707 16.27195 False
163 rfgijjuxwjyzeatrzooq 48555 84.98155 False
116 hyaroqgufpehbxjnowaj 46806 61.65198 True
674 mojrganalnlcaxbguagm 50948 29.15892 True
765 wjxqorrqxcfguhvrxksa 30566 58.17357 True
584 tzcckjlmlcyhzomdrjga 20549 57.11527 True
631 gcxaueectymmrzabehep 93972 24.8845 False
140 fddurugxrtqxalgpalbp 59561 71.58145 True
628 bilwukbyqlqqnejkbasr 37749 69.0672 False
1 obftkibfmnbgtklsclzi 22812 97.3137 True
221 cfcvcfayhkhutcpwmozo 86611 92.39461 False
38 zdxauqmfmtiphniuklpq 59826 65.08415 True
276 auuxsbzlexnrtbhdnsqg 19109 26.23543 False
450 uepdikvhdwnpmvyaerwi 67080 67.26853 True
140 whyxszwutkcfnlnyxhbw 29456 21.76823 True
442 iclgllvvrggqubocltwo 30911 50.02353 True
228 utbhvlclerjazgjxfajo 78746 41.55825 True
683 cpvrbjafukphefairrma 90437 37.20351 True
186 slhfwqynlqhkzolijkkm 57783 65.45241 True
792 krjvjacnwlrnxomykuyr 22269 72.4171 True
434 dwxveugoldtlbbrrmhhk 63329 38.63816 False
594 redsmipzlmqcdnobwjdc 76857 78.1611 True
921 kkbyjeivjgrzgopqpsdj 68998 50.66242 True
125 kbtgpefsnsfepdrnddqs 85502 59.23124 True
170 ivqnkkvlqcxvekamzawb 33786 87.97852 True
211 bjabgzbbstufpdarvhpf 28270 70.27398 True
826 qlwvexwupeemvptziubi 41942 15.32474 False
482 eftbnrocczsnsmxnzoxh 61783 96.83975 True
768 jewmaqivygkmsobuhifj 30145 63.54274 True
809 pufvhqdpgbgjangpwwqc 37502 61.68785 True
109 xxcfvdnpdfilutuilfic 5519 85.97324 False
846 uvlqecaqxskdbjwperjd 18037 28.00473 False
195 qblsinpswhndqdbajqch 6080 53.39479 False
901 xogeggfukwfmaapkqioy 53600 68.76502 False
175 aaqvmguwzoeefskftgax 64453 60.22026 False
823 nwmxxogojkqhluqdeivo 6831 65.15253 False
208 drxdoaomrnbeoxeodzmp 86492 40.18059 False
853 hkxrvaefpukpssvxiixs 62264 35.75483 True
321 rwjovhacicqympzixhpw 63592 44.52842 False
441 tsdhzihljqdwunhlhilc 78605 62.09642 False
469 hshcinxzpmdujajfsewz 25658 78.26339 True
587 ejbowahzbrwndcobjjqk 99418 41.10286 True
332 ttmrzodwpkxupymjhdkg 20826 58.87399 False
437 wchyozxyaadmwnrhdfpc 80129 89.76227 True
72 nkvgmossfjggoydliwdv 34954 45.48879 True
637 gmjhdinrlisflrqnppeh 53105 77.42429 False
19 fwhdepwpihrmqybqjmid 72177 91.54668 True
409 wsjuipgjbznirrkctgfu 17098 50.30425 False
943 xtknfpphvpajhatlprbl 48438 98.85113 False
943 orjkyafmfqqiiytvooaj 62915 55.81852 True
136 cuussjmangewkcdjitcj 21532 85.5555 False
382 lqtnvpklwdqmjhsmzhjt 23584 99.30011 True
358 mcknutdoqloabvqzzcoo 12506 9.12461 False
410 wzozddnizggpygtwafeb 98863 87.96683 False
639 fmrlyypafjmglvsbuoby 59006 61.84577 False
501 csmhfyqfospqgswvuzuc 55105 80.37953 True
875 iocjqwysfugrwrxbnmef 38051 7.80561 False
455 jpdjmmnznsfbpchuvetg 60733 2.71995 True
133 hoonepbftxcjrwrxfmyy 25463 85.33726 True
303 wpnmpcqqbyjuiggpupmd 28155 43.34535 False
250 nktynfdggnfjgdgmtzmu 66496 97.00998 False
326 fjgwaguqymnngpriawuj 18725 59.41972 False
935 rqqerfpjadtaqnxwshkl 40998 82.59861 False
